namc_code,namc_term_diacritical,query,label
LB-8,sandhyasthidagdha,"sandhyasthidagdha sandhyasthidagdha the disorder is characterized by rūkṣa vraṇaḥ [dry appearing wound], aruṇa vraṇatā [slight redness in wound], karkaśa vraṇaḥ [rough wound], sthira vraṇaḥ [fixed to the underlying tissue] -",bone and joint cauterization
LC,dhūmaḥ,dhūmaḥ dhūmaḥ - -,suffocation by inhalation of poisonous smoke
LC-1,dhūmōpahataḥ,"dhūmōpahataḥ dhūmōpahataḥ the disorder is characterized by śvāsaḥ [breathlessness/difficult breathing], kṣavathuḥ atyartham [exessive sneezing], ādhmānam [abdominal distension], kāsaḥ [cough], cakṣuṣōḥ paridāhaḥ [burning sensation in eyes], cakṣuṣōḥ rāgaḥ [redness of the eyes], sadhūma niśvāsaḥ [expiration of smoky air], ghrēyaṁ anyat n vētti [inability to percieve any other smell], rasān sarvān n vētti [inability to recognise any taste], śrutirupahanyatē [dull hearing/hearing loss], tr̥ṣṇāḥ [thirst], dāhaḥ [burning sensation], jvaraḥ [fever], sādaḥ [exhaustion or tirednes of body], mūrcchāḥ [syncope/attacks of swooning] -",suffocation by smoke/smoke poisoning
LD,(a) marmaviddhaḥ,"(a) marmaviddhaḥ (a) marmaviddhaḥ It is characterized by dizziness, delirium, impairment of sensory perception, fatigue on injury to vital points This may be explained by: (a) Aggravation of all the three dosha affecting the vital life. (b) Derangement of Vaḷi, Aẕal, Aiyam affecting the flow of vital life energy. -",Injury pattern in the varmam or marmam (TM2)
LD-1,śākhā-marmaviddhaḥ,śākhā-marmaviddhaḥ śākhā-marmaviddhaḥ - -,marmaviddha-extremities
LD-1.1,talahr̥daya-marmaviddhaḥ,talahr̥daya-marmaviddhaḥ talahr̥daya-marmaviddhaḥ the disorder is characterized by rujābhirmaraṇaṁ/rujayā paṁcatā [pain leading to death] -,injury to talahr̥t-marma
LD-1.2,kṣipra-marmaviddhaḥ,kṣipra-marmaviddhaḥ kṣipra-marmaviddhaḥ the disorder is characterized by ākkṣēpakēna maraṇam/ākṣēpamāraṇam [convulsion leading to death] -,injury to kṣipramarma
LD-1.3,kūrca-marmaviddhaḥ,"kūrca-marmaviddhaḥ kūrca-marmaviddhaḥ the disorder is characterized by bhramaṇam [vertigo], kaṁpanam [shaking of body], vēpanam [shivering/tremors] -",injury to kūrca marma
LD-1.4,kūrcaśira-marmaviddhaḥ,"kūrcaśira-marmaviddhaḥ kūrcaśira-marmaviddhaḥ the disorder is characterized by rujā [pain], śōphaḥ [oedema] -",injury to kūrca sirā marma
LD-1.5,gulpha-marmaviddhaḥ,"gulpha-marmaviddhaḥ gulpha-marmaviddhaḥ the disorder is characterized by rujā [pain], stabdhapādatā/stabdhapādatā/stambhaḥ [stiffness in legs], khañjatā [lameness], māndyam [mild] -",injury to gulphamarma
LD-1.6,indrabasti-marmaviddhaḥ,indrabasti-marmaviddhaḥ indrabasti-marmaviddhaḥ the disorder is characterized by śōṇitakṣayēṇa maraṇam/maraṇaṁ asr̥kkṣayāt [death due to bleeding] -,injury to indravabastimarma
LD-1.7,jānu-marmaviddhaḥ,jānu-marmaviddhaḥ jānu-marmaviddhaḥ the disorder is characterized by khañjatā [lameness] -,injury to jānu marma
LD-1.8,āṇi-marmaviddhaḥ,"āṇi-marmaviddhaḥ āṇi-marmaviddhaḥ the disorder is characterized by śōphābhivr̥ddhiḥ [increase in oedema], stabdhasakthitā [stiffness of lower limb], ūrustaṁbhaḥ [stiffness of thighs] -",injury to aṇimarma
LD-1.9,urvī-marmaviddhaḥ,urvī-marmaviddhaḥ urvī-marmaviddhaḥ the disorder is characterized by śōṇitakṣayāt sakthiśōṣaḥ [wasting of lowerlimb due to bleeding] -,injury to urvī marma
LD-1.10,lōhita-marmaviddhaḥ,"lōhita-marmaviddhaḥ lōhita-marmaviddhaḥ the disorder is characterized by lōhitakṣayēṇa maraṇam [death due to bleeding], pakṣāghātaḥ [hemiplegia] -",injury to lōhitamarma
LD-1.11,viṭapa-marmaviddhaḥ,"viṭapa-marmaviddhaḥ viṭapa-marmaviddhaḥ the disorder is characterized by ṣaṇḍatā [impotence], alpaśukratā [less quantity of semen / śukra] -",injury to viṭapa marma
LD-1.12,maṇibandha-marmaviddhaḥ,"maṇibandha-marmaviddhaḥ maṇibandha-marmaviddhaḥ the disorder is characterized by kuṇṭhatā [loss of motor function of hand], kuṇitvam [deformity of upperlimb] -",injury to maṇibandhamarma
LD-1.13,kūrpara-marmaviddhaḥ,kūrpara-marmaviddhaḥ kūrpara-marmaviddhaḥ the disorder is characterized by kauṇyam [deformity of upperlimb at elbow] -,injury to kūrparamarma
LD-1.14,kakṣadhara-marmaviddhaḥ,"kakṣadhara-marmaviddhaḥ kakṣadhara-marmaviddhaḥ the disorder is characterized by pakṣāghātaḥ [monoplegia of upperlimb], kuṇitvam [deformity of upperlimb] -",injury to kakṣādhr̥k marma
LD-2,madhyamāṅga-marmaviddhaḥ,madhyamāṅga-marmaviddhaḥ madhyamāṅga-marmaviddhaḥ - -,vital spots of the trunk
LD-2.1,guda-marmaviddhaḥ,guda-marmaviddhaḥ guda-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to gudamarma
LD-2.2,basti-marmaviddhaḥ,"basti-marmaviddhaḥ basti-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death], mūtrasrāvī vraṇaḥ (ēkatō bhinnē) [urine flow from wound in bladder (perforated bladder)], vraṇasya (vastau) kr̥cchrēṇa rōhaṇam [wound in bladder heals with difficulty] -",injury to basti marma
LD-2.3,nābhi-marmaviddhaḥ,nābhi-marmaviddhaḥ nābhi-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to nābhimarma
LD-2.4,hr̥daya--marmaviddhaḥ,hr̥daya--marmaviddhaḥ hr̥daya--marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to heart
LD-2.5,stanarōhita-marmaviddhaḥ,"stanarōhita-marmaviddhaḥ stanarōhita-marmaviddhaḥ the disorder is characterized by lōhitapūrṇakōṣṭhatā [chest cavity gets filled with blood / hemothorax], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], maraṇam [death] -",injury to stanarōhita marma
LD-2.6,stanamūla-marmaviddhaḥ,"stanamūla-marmaviddhaḥ stanamūla-marmaviddhaḥ the disorder is characterized by kaphapūrṇakōṣṭhatā [kōṣṭha gets filled with kapha], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], maraṇam [death] -",injury to stanamūlamarma
LD-2.7,apastambha-marmaviddhaḥ,"apastambha-marmaviddhaḥ apastambha-marmaviddhaḥ the disorder is characterized by vātapūrṇakōṣṭhatā [chest cavity gets filled with air/ pneumothorax], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], raktapūrṇakōṣṭhatā [kōśta gets filled with blood] -",injury to āpastaṁbhamarma
LD-2.8,apalāpa-marmaviddhaḥ,"apalāpa-marmaviddhaḥ apalāpa-marmaviddhaḥ the disorder is characterized by raktasrāvaḥ [bleeding into chest cavity], pūyabhāvaḥ [pus formation], maraṇam [death] -",injury to apalāpamarma
LD-2.9,kaṭīkataruṇa-marmaviddhaḥ,"kaṭīkataruṇa-marmaviddhaḥ kaṭīkataruṇa-marmaviddhaḥ the disorder is characterized by śōṇitakṣayaḥ/raktakṣayaḥ [diminution of blood, anemia], pāṇḍutvam [pallor], vaivarṇyam [discolouration], hīnarūpaḥ/hīnadēhaḥ [emaciated body], maraṇam [death] -",injury to kaṭīkataruṇaamarma
LD-2.10,kukundara-marmaviddhaḥ,"kukundara-marmaviddhaḥ kukundara-marmaviddhaḥ the disorder is characterized by adhaḥkāyē sparśājñānam [loss of tactile sensation in lower half of the body], adhaḥkāyē cēṣṭōpaghātaḥ/cēṣṭāhāniḥ [loss of motor functions in the lower half of the body] -",injury to kukundaramarma
LD-2.11,nitamba-marmaviddhaḥ,"nitamba-marmaviddhaḥ nitamba-marmaviddhaḥ the disorder is characterized by adhaḥkāyaśōṣaḥ [wasting of lower half of body], daurbalyam [weakness], maraṇam [death], adhaḥśarīraśōphaḥ [swelling in lower half of body] -",injury to nitaṁba marma
LD-2.12,pārśvasandhi-marmaviddhaḥ,"pārśvasandhi-marmaviddhaḥ pārśvasandhi-marmaviddhaḥ the disorder is characterized by lōhitapūrṇakōṣṭhatā [chest cavity gets filled with blood / hemothorax], maraṇam/śarīrāntarasambhavaḥ [death] -",injury to pārśvasandhi marma
LD-2.13,br̥hati-marmaviddhaḥ,"br̥hati-marmaviddhaḥ br̥hati-marmaviddhaḥ the disorder is characterized by śōṇitātipravr̥ttinimittōpadravaḥ/raktasaṁkṣayaḥ [complications arised due to blood loss/ anemia], maraṇam [death] -",injury to br̥hatimarma
LD-2.14,aṁsaphalaka-marmaviddhaḥ,"aṁsaphalaka-marmaviddhaḥ aṁsaphalaka-marmaviddhaḥ the disorder is characterized by bāhusvāpaḥ [numbness in arms], bāhuśōṣaḥ [wasting of arms] -",injury to aṁsaphalakamarma
LD-2.15,aṁsa-marmaviddhaḥ,"aṁsa-marmaviddhaḥ aṁsa-marmaviddhaḥ the disorder is characterized by stabdhabāhutā [paralyzed arms], bāhukriyāhāniḥ [loss of activities of arms] -",injury to aṁsamarma
LD-3,jatrūrdhva-marmaviddhaḥ,jatrūrdhva-marmaviddhaḥ jatrūrdhva-marmaviddhaḥ - -,injury to vital spots in head and neck
LD-3.1,nīlā-marmaviddhaḥ,"nīlā-marmaviddhaḥ nīlā-marmaviddhaḥ the disorder is characterized by mūkatā/svarapraṇāśaḥ [loss of voice/ speech and dumbness], svaravaikr̥tam [altered voice/ speech], arasagrāhitā/rasājñānam [lack of ability to taste] -",injury to nīlā marma
LD-3.2,manyā-marmaviddhaḥ,"manyā-marmaviddhaḥ manyā-marmaviddhaḥ the disorder is characterized by mūkatā/svarapraṇāśaḥ [loss of voice/ speech and dumbness], svaravaikr̥tam [altered voice/ speech], arasagrāhitā/rasājñānam [lack of ability to taste] -",injury to manyā marma
LD-3.3,kr̥kāṭikā-marmaviddhaḥ,kr̥kāṭikā-marmaviddhaḥ kr̥kāṭikā-marmaviddhaḥ the disorder is characterized by calamūrdhatā/calaṁ śiraḥ [shaking of head] -,injury to kr̥kāṭikā marma
LD-3.4,mātr̥kā-marmaviddhaḥ,mātr̥kā-marmaviddhaḥ mātr̥kā-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to mātr̥kāmarma
LD-3.5,vidhura-marmaviddhaḥ,vidhura-marmaviddhaḥ vidhura-marmaviddhaḥ the disorder is characterized by bādhiryam/śrutiharaṇam [deafness/ hearing impairment] -,injury to vidhuramarma
LD-3.6,phaṇa-marmaviddhaḥ,phaṇa-marmaviddhaḥ phaṇa-marmaviddhaḥ the disorder is characterized by gandhājñānam/gandhavijñānaharaṇam [Anosmia/ lack of smelling ability] -,injury to phaṇamarma
LD-3.7,apāṅga-marmaviddhaḥ,"apāṅga-marmaviddhaḥ apāṅga-marmaviddhaḥ the disorder is characterized by āndhyam [blindness], dr̥ṣṭi-upaghātaḥ [loss of vision] -",injury to apāṅgamarma
LD-3.8,āvarta-marmaviddhaḥ,"āvarta-marmaviddhaḥ āvarta-marmaviddhaḥ the disorder is characterized by āndhyam [blindness], dr̥ṣṭi-upaghātaḥ [loss of vision] -",injury to āvartamarma
LD-3.9,śaṁkhamarmaviddhaḥ,śaṁkhamarmaviddhaḥ śaṁkhamarmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to śaṅkhamarma
LD-3.10,utkṣēpa-marmaviddhaḥ,"utkṣēpa-marmaviddhaḥ utkṣēpa-marmaviddhaḥ the disorder is characterized by saśalyaḥ jīvati [survives with foreign body in marma], pākāt patitaśalyaḥ jīvati [survives even if foreign body is expulsed out after suppuration], nōddhr̥taśalyaḥ jīvati/anuddhr̥taśalyaḥ jīvati [survives either the śalya is removed or not], sadyōmaraṇaṁ nōddhr̥taśalyaḥ [immediated death if foreign body is extracted], saśalyō jīvēt pākāt patitaśalyō [a man can survive if foreign body remains lodged in this marma or if it is allowed to come out after suppuration] -",injury to utkṣēpamarma
LD-3.11,sthapanī-marmaviddhaḥ,"sthapanī-marmaviddhaḥ sthapanī-marmaviddhaḥ the disorder is characterized by saśalyaḥ jīvati [survives with foreign body in marma], pākāt patitaśalyaḥ jīvati [survives even if foreign body is expulsed out after suppuration], nōddhr̥taśalyaḥ jīvati/anuddhr̥taśalyaḥ jīvati [survives either the śalya is removed or not], sadyōmaraṇaṁ nōddhr̥taśalyaḥ [immediated death if foreign body is extracted], saśalyō jīvēt pākāt patitaśalyō [a man can survive if foreign body remains lodged in this marma or if it is allowed to come out after suppuration] -",injury to sthapanimarma
LD-3.12,śr̥ṁgāṭaka-marmaviddhaḥ,śr̥ṁgāṭaka-marmaviddhaḥ śr̥ṁgāṭaka-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to śr̥ṅgamarma
LD-3.13,sīmanta-marmaviddhaḥ,"sīmanta-marmaviddhaḥ sīmanta-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death], bhayaḥ [fear], cittanāśaḥ/manōnāśaḥ [total disturbance of mind], maraṇam [death], bhramaḥ [giddiness or dizziness] -",injury to sīmantamarma
LD-3.14,adhipati-marmaviddhaḥ,adhipati-marmaviddhaḥ adhipati-marmaviddhaḥ the disorder is characterized by sadyōmaraṇam [intantaneous death] -,injury to adhipatimarma
LD-4,māṁsamarmaviddhaḥ/anuktamāṁsamarmaṇō viddhasya liṅgam,"māṁsamarmaviddhaḥ/anuktamāṁsamarmaṇō viddhasya liṅgam māṁsamarmaviddhaḥ/anuktamāṁsamarmaṇō viddhasya liṅgam the disorder is characterized by ajasraṁ asr̥k-srāvaḥ [profuse bleeding], māṁsadhāvanavat raktasrāvaḥ [bleeding resembling washings of flesh], pāṇḍutvam [pallor], indriyājñānam [loss of senes], maraṇam [death] -",injury to māṁsamarma
LD-5,sirāmarmaviddhaḥ,"sirāmarmaviddhaḥ sirāmarmaviddhaḥ the disorder is characterized by surēndragōpapratimaraktasrāvaḥ [bleeding resembling shiny gōpa], prabhūtaraktasrāvaḥ [profuse bleeding], vividhān vātarōgān [various diseases of vāta origin] -",injury to sirā marma
LD-6,snāyumarmaviddhaḥ,"snāyumarmaviddhaḥ snāyumarmaviddhaḥ the disorder is characterized by kaubjyam [flexion deformity/hump backed/ bending of back], śarīrāvayavāvasādaḥ [weakness of the limbs of the body], kriyāsvaśaktiḥ [inability to move], adhikaṁ rujā/tumulā rujaḥ [severe pain], cirāt vraṇarōhaṇam [delayed wound healing], āyāmaḥ [stretching], ākṣēpakaḥ [convulsion], staṁbhaḥ [rigidity/stiffness], yānasthānāsanāśaktiḥ [unable to sit, travel], vaikalyam [defectiveness/ lameness], antakaḥ [death] -",injury to snāyu marma
LD-7,sandhimarmaviddhaḥ,"sandhimarmaviddhaḥ sandhimarmaviddhaḥ the disorder is characterized by śōphātivr̥ddhiḥ [excessive swelling], tumulā rujaḥ [severe pain], balakṣayaḥ [loss of physical strength or weakness], parvabhēdaḥ [breaking type of pain in small joints], parvaśōphaḥ [swelling in small joints], sandhikarmōparatiḥ [loss of function of joint], śūkaiḥ ākīrṇa iva [feels as covered with awn of barley/ spicules], rūḍhē kuṇiḥ [development of contractures on healing], rūḍhē khañjatā [development of contractures on healing], cēṣṭākṣayaḥ [loss of movements], śōṣaḥ [dryness/wasting/emaciation], parvaśōphaḥ [swelling in small joints] -",injury to sandhimarma
LD-8,asthimarmaviddhaḥ,"asthimarmaviddhaḥ asthimarmaviddhaḥ the disorder is characterized by niśādinēṣu ghōrā rujāḥ [tremendous pain day and night], sarvāsu avasthasu na śāntiḥ [no relief in any position/ posture], tr̥ṣṇā [thirst], aṁgasādaḥ [exhaustion or tirednes to body / inability to perform physical activities], śvayathuḥ [swelling], ruk [pain], majjānvitasrāvaḥ [discharge mixed with majjā], acchasrāvaḥ [clear discharge], vicchinnasrāvaḥ [discharge having various colours] -",injury to asthimarma
LD-9,dhamanīmarmaviddhaḥ,"dhamanīmarmaviddhaḥ dhamanīmarmaviddhaḥ the disorder is characterized by saśabdaraktasrāvaḥ [bleeding with sound], phēnayuktaraktasrāvaḥ [frothy bleeding], vicētanatvam [senseless/ unconciousness] -",injury to dhamanī marma
LD-10,sadyōprāṇaharamarmaviddhaḥ,"sadyōprāṇaharamarmaviddhaḥ sadyōprāṇaharamarmaviddhaḥ the disorder is characterized by indriyārthēṣvasamprāptiḥ [inability to perceive objects of senses], manō viparyayaḥ [loss of mental faculties], buddhiviparyayaḥ [loss of wisdom], vividhāstīvrā rujā [various types of severe pains] -",marmaviddha-fatal
LD-11,kālāntaramarmaviddhaḥ,"kālāntaramarmaviddhaḥ kālāntaramarmaviddhaḥ the disorder is characterized by [], dhātukṣayaḥ [diminution of dhatu/ emaciation], vēdanā [pain], maraṇam [death] -",marmaviddha-fatal over a period of time
LD-12,viśalyaghnamarmaviddhaḥ,"viśalyaghnamarmaviddhaḥ viśalyaghnamarmaviddhaḥ the disorder is characterized by [], śalyāpāyē hantyasūn [death if foreign body is removed], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough] -",marmaviddha-removal of the trauma causing agent leads to death
LD-13,vaikalyakaramarmaviddhaḥ,vaikalyakaramarmaviddhaḥ vaikalyakaramarmaviddhaḥ the disorder is characterized by vikalatvam [defectiveness of body parts] -,marmaviddha leading to deformity
LD-14,marmābhighātajadāhaḥ,marmābhighātajadāhaḥ marmābhighātajadāhaḥ - -,burning sensation due to marmaviddha
LE,śalyaḥ,"śalyaḥ śalyaḥ the disorder is characterized by śyāva/ dhyāmaṁ [blackish discolouration of the area], piḍikācitam [area covered by papular eruptions], śōpha yutam [associated with swelling of the area], vēdanā yutam/ rujāvaṁtam [associated with pain], muhurmuhuḥ śōṇita srāviṇam [intermittent bleeding from wound], budbudavat unnatam [associated with bubble like eruptions], mr̥dumāṁsaṁ [softness of flesh] -",foreign body
