namc_code,namc_term_diacritical,short_definition,long_definition,icd_code,query,pred_top1,pred_top3
MB-11,pitr̥grahaḥ,-,"the disorder is characterized by rōmaharṣaḥ [Horripilation], muhusrāsaḥ (muhuḥ śvāsaḥ) [Tachypnea], sahasā rōdanam [Sudden cry], jvaraḥ [fever], kāsaḥ [cough], atisāraḥ [diarrhoea], vamathu [vomiting], jr̥mbhā [yawning], tr̥̄ṭ [thirst], śava gandhatāḥ [cadaveric smell], aṅgēṣu ākṣēpa [convulsive movements of body], aṅgēṣu vikṣēpa [convulsive movements of body], śōṣa [dryness/wasting/emaciation], stambha [rigidity/stiffness], vivarṇatā [discolouration], muṣṭi bandhaḥ [clenching of the fist], akṣṇōḥ sruti [lacrimation]",,"pitr̥grahaḥ pitr̥grahaḥ the disorder is characterized by rōmaharṣaḥ [horripilation], muhusrāsaḥ (muhuḥ śvāsaḥ) [tachypnea], sahasā rōdanam [sudden cry], jvaraḥ [fever], kāsaḥ [cough], atisāraḥ [diarrhoea], vamathu [vomiting], jr̥mbhā [yawning], tr̥̄ṭ [thirst], śava gandhatāḥ [cadaveric smell], aṅgēṣu ākṣēpa [convulsive movements of body], aṅgēṣu vikṣēpa [convulsive movements of body], śōṣa [dryness wasting emaciation], stambha [rigidity stiffness], vivarṇatā [discolouration], muṣṭi bandhaḥ [clenching of the fist], akṣṇōḥ sruti [lacrimation]",SP95,"['SP95', 'SK6D', 'SM76']"
MB-12,śuṣkarēvatīgrahaḥ,-,the disorder is characterized by kramāt sarvāṅgasaṅgakṣayaḥ [ghradual emaciation of all body parts],,śuṣkarēvatīgrahaḥ śuṣkarēvatīgrahaḥ the disorder is characterized by kramāt sarvāṅgasaṅgakṣayaḥ [ghradual emaciation of all body parts],SP61,"['SP61', 'SS56', 'SP54']"
MB-13,asādhya-śuṣkarēvatīgrahaḥ,-,-,,asādhya śuṣkarēvatīgrahaḥ asādhya śuṣkarēvatīgrahaḥ,SK55,"['SK55', 'SL08', 'SM9B']"
MB-14,asādhya-bālagrahaḥ,-,"the disorder is characterized by prastabdhaḥ/prastabdhākṣaḥ [stiff and rigid eye movements], stanadvēṣī [aversion to breast feeding], mōhaḥ [confusion/delirium], muhurmuhuḥ grahāvēśa [intermittent affliction of graha/ frequent occurrence of infective paediatric conditions], sampūrṇa lakṣaṇa [presenting with complete set of symptoms], kēśaśāta [hairfall], annavidvēṣ [aversion to food], dainya svaraṁ [weak and feeble voice], vivarṇatā [altered complexion], rōdanam [crying], gr̥dhra gandhatvam [smell of vulture], dīrghakālānuvartanam [chronic nature], udarē vr̥tta granthi [round swelling over abdomen], nānāvidhaṁ śakr̥t [different coloured faeces and altered bowel character], jihvāmadhyē nimnatā [sunkening of tongue in the middle], śyāvatālu [black coloured palate]",,"asādhya bālagrahaḥ asādhya bālagrahaḥ the disorder is characterized by prastabdhaḥ prastabdhākṣaḥ [stiff and rigid eye movements], stanadvēṣī [aversion to breast feeding], mōhaḥ [confusion delirium], muhurmuhuḥ grahāvēśa [intermittent affliction of graha frequent occurrence of infective paediatric conditions], sampūrṇa lakṣaṇa [presenting with complete set of symptoms], kēśaśāta [hairfall], annavidvēṣ [aversion to food], dainya svaraṁ [weak and feeble voice], vivarṇatā [altered complexion], rōdanam [crying], gr̥dhra gandhatvam [smell of vulture], dīrghakālānuvartanam [chronic nature], udarē vr̥tta granthi [round swelling over abdomen], nānāvidhaṁ śakr̥t [different coloured faeces and altered bowel character], jihvāmadhyē nimnatā [sunkening of tongue in the middle], śyāvatālu [black coloured palate]",SK55,"['SK55', 'SR5A', 'SQ00']"
MC-1,vātaduṣṭastanyapānajanyarōgaḥ,-,"the disorder is characterized by kr̥śāṅgatā [emaciated/thin / malnourished], kṣāmasvaraḥ [weak and feeble voice], baddhamārutaḥ [retained flatus], baddhamutra [retention of urine], baddhaviṭ [retained stool/contipation], vātagadātura [clinical features of vataja disease]",,"vātaduṣṭastanyapānajanyarōgaḥ vātaduṣṭastanyapānajanyarōgaḥ the disorder is characterized by kr̥śāṅgatā [emaciated thin malnourished], kṣāmasvaraḥ [weak and feeble voice], baddhamārutaḥ [retained flatus], baddhamutra [retention of urine], baddhaviṭ [retained stool contipation], vātagadātura [clinical features of vataja disease]",SM81,"['SM81', 'SS2E', 'SS2A']"
MC-2,pittaduṣṭastanyapānajanyarōgaḥ,-,"the disorder is characterized by bhinnamala [diarrhoea], uṣṇasarvāṅgatā [all body parts become warm], kāmalā [clinical features of jaundice], tr̥ṣṇālu [excessive thirst], pittarōga [clinical features of pitta disease], svēdana [excessive perspiration]",,"pittaduṣṭastanyapānajanyarōgaḥ pittaduṣṭastanyapānajanyarōgaḥ the disorder is characterized by bhinnamala [diarrhoea], uṣṇasarvāṅgatā [all body parts become warm], kāmalā [clinical features of jaundice], tr̥ṣṇālu [excessive thirst], pittarōga [clinical features of pitta disease], svēdana [excessive perspiration]",SM41,"['SM41', 'SR82', 'SR17']"
MC-3,kaphaduṣṭastanyapānajanyarōgaḥ,-,"the disorder is characterized by chardiḥ [vomiting], jaḍatā [dullness/ frigidity/inactiveness], nidrānvita [sleepiness], lālāluḥ [excessive salivation], śūn vaktra [swollen face], śūnākṣa [swollen eyes], ślēṣmarōgavān [clinical features of kapha disease]",,"kaphaduṣṭastanyapānajanyarōgaḥ kaphaduṣṭastanyapānajanyarōgaḥ the disorder is characterized by chardiḥ [vomiting], jaḍatā [dullness frigidity inactiveness], nidrānvita [sleepiness], lālāluḥ [excessive salivation], śūn vaktra [swollen face], śūnākṣa [swollen eyes], ślēṣmarōgavān [clinical features of kapha disease]",SM1L,"['SM1L', 'SM3L', 'SR1C']"
MD-1 (SM1Y),(a) dantodgamaḥ                   (a) dantotbhedaḥ,-,-,,(a) dantodgamaḥ (a) dantotbhedaḥ (a) dantodgamaḥ (a) dantotbhedaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SM12 (MD-2),(a) dantaghātaḥ,-,"It is characterised by grinding of teeth during sleep. This may be explained by: (a) Vitiation of vata, kapha affecting oral cavity.",,"(a) dantaghātaḥ (a) dantaghātaḥ it is characterised by grinding of teeth during sleep. this may be explained by: (a) vitiation of vata, kapha affecting oral cavity.",SM12,"['SM12', 'SR1A', 'SS55']"
MD-3,dantaśabdaḥ,-,-,,dantaśabdaḥ dantaśabdaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
MD-4,akāladantaḥ,-,-,,akāladantaḥ akāladantaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
MD-5 (SN5Y),"(a) ahipūtanā, (a) ahipūtanakaḥ",-,-,,"(a) ahipūtanā, (a) ahipūtanakaḥ (a) ahipūtanā, (a) ahipūtanakaḥ",ST20,"['ST20', 'SM9A', 'SM8B']"
SM16 (MD-6),(a) mukhasrāvaḥ     (a) praseka,-,It is characterised by excessive salivation. This may be explained by: (a) Increased kaphadosha.,,(a) mukhasrāvaḥ (a) praseka (a) mukhasrāvaḥ (a) praseka it is characterised by excessive salivation. this may be explained by: (a) increased kaphadosha.,SM16,"['SM16', 'SR4J', 'SR82']"
SM54 (MD-7),(a) gudapākaḥ                        (a) gudakuṭṭanam,-,It is characterised by redness and swelling in anal region. This may be explained by: (a) Vitiated pitta localising in the anal region.,,(a) gudapākaḥ (a) gudakuṭṭanam (a) gudapākaḥ (a) gudakuṭṭanam it is characterised by redness and swelling in anal region. this may be explained by: (a) vitiated pitta localising in the anal region.,SM54,"['SM54', 'SM56', 'SM51']"
MD-8 (SK50),(a) tālukaṇṭakaḥ,-,-,,(a) tālukaṇṭakaḥ (a) tālukaṇṭakaḥ,SK50,"['SK50', 'ST20', 'SM98']"
MD-9 (SK9A),(a) vicchinnaḥ,-,-,,(a) vicchinnaḥ (a) vicchinnaḥ,SK9A,"['SK9A', 'SM93', 'SM99']"
SR05 (MD-10),(a) pārigarbhikaḥ,-,"It is characterised by diminution of digestive power, tastelessness, emaciation, abdominal enlargement; may be associated with cough, drowsiness, lassitude, giddiness or dizziness, vomiting and diarrhoea. This may be explained by: (a) Derangement of digestive and metabolic factors, lack of nutrition increasing vata.",,"(a) pārigarbhikaḥ (a) pārigarbhikaḥ it is characterised by diminution of digestive power, tastelessness, emaciation, abdominal enlargement; may be associated with cough, drowsiness, lassitude, giddiness or dizziness, vomiting and diarrhoea. this may be explained by: (a) derangement of digestive and metabolic factors, lack of nutrition increasing vata.",SS10,"['SS10', 'SR59', 'SS12']"
SP9A (MD-11),(a) daurbalyam,-,"It is characterised by exhaustion, loss of complexion. This may be explained by: (a) Weakness of primary structural components of the body.",,"(a) daurbalyam (a) daurbalyam it is characterised by exhaustion, loss of complexion. this may be explained by: (a) weakness of primary structural components of the body.",SR40,"['SR40', 'SR41', 'SR20']"
SR00 (MD-12),(a) kumāraśoṣaḥ,-,"It is characterised by emaciation, lack of appetite, unctuous, pale face, eyes; may be associated with fever, dry cough, cyanosis of tongue. This may be explained by: (a) Obstruction of channels due to breast milk vitiated by kapha.",,"(a) kumāraśoṣaḥ (a) kumāraśoṣaḥ it is characterised by emaciation, lack of appetite, unctuous, pale face, eyes; may be associated with fever, dry cough, cyanosis of tongue. this may be explained by: (a) obstruction of channels due to breast milk vitiated by kapha.",SR5D,"['SR5D', 'SN11', 'SR4L']"
SR01 (MD-13),(a) śayyāmūtratvam,-,Involuntary passing of urine during sleep. This may be explained by: (a) Defective functioning of apaanavaayu and disturbances in general Vata functioning which controls the mind.,,(a) śayyāmūtratvam (a) śayyāmūtratvam involuntary passing of urine during sleep. this may be explained by: (a) defective functioning of apaanavaayu and disturbances in general vata functioning which controls the mind.,SP9A,"['SP9A', 'SR01', 'SR8B']"
SR04 (MD-14),(a) kukūṇakaḥ,-,"It is characterised by redness, swelling and discharge from the eyes. This may be explained by: (a) Vitiation of all the three dosha due to vitiated breast milk.",,"(a) kukūṇakaḥ (a) kukūṇakaḥ it is characterised by redness, swelling and discharge from the eyes. this may be explained by: (a) vitiation of all the three dosha due to vitiated breast milk.",SN11,"['SN11', 'SR4L', 'SR4M']"
MD-15,rōdanaḥ,-,-,,rōdanaḥ rōdanaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
MD-16 (SN5Y),(a) mahāpadmaḥ,-,-,,(a) mahāpadmaḥ (a) mahāpadmaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
MD-17 (SR0Y),(a) phakka-rogaḥ,-,-,,(a) phakka rogaḥ (a) phakka rogaḥ,SK50,"['SK50', 'ST20', 'SM98']"
SM73 (MD-18),(a) kṣīrālasakaḥ,-,"It is characterised by undigested foul smelling stools associated with gripping pain, abdominal distension, convulsive movements of body. This may be explained by: (a) Indigestion resulting from vitiation of breastmilk in the mother by all the three dosha.",,"(a) kṣīrālasakaḥ (a) kṣīrālasakaḥ it is characterised by undigested foul smelling stools associated with gripping pain, abdominal distension, convulsive movements of body. this may be explained by: (a) indigestion resulting from vitiation of breastmilk in the mother by all the three dosha.",SN44,"['SN44', 'SS56', 'SN10']"
MD-19,bāla-kōṣṭharuk,-,"the disorder is characterized by vibandhaḥ [constipation], vamathuḥ [vomiting], standaṁśa [biting of the breast], āntrakūjan [barborygmus/ gurgling sound of intestines], ādhmān [abdominal distension], pr̥ṣṭha naman [bending the back], jaṭharōnnamanaiḥ [elevating the abdomen]",,"bāla kōṣṭharuk bāla kōṣṭharuk the disorder is characterized by vibandhaḥ [constipation], vamathuḥ [vomiting], standaṁśa [biting of the breast], āntrakūjan [barborygmus gurgling sound of intestines], ādhmān [abdominal distension], pr̥ṣṭha naman [bending the back], jaṭharōnnamanaiḥ [elevating the abdomen]",SM31,"['SM31', 'SR4L', 'SR4M']"
MD-20 (SM0Y),(a) hṛdayaruk,-,-,,(a) hṛdayaruk (a) hṛdayaruk,ST20,"['ST20', 'SM9A', 'SM8B']"
MD-21 (SN3Y),(a) guhyaruk,-,-,,(a) guhyaruk (a) guhyaruk,ST20,"['ST20', 'SM9A', 'SM8B']"
MD-22,bāla-pakṣāghātaḥ,-,-,,bāla pakṣāghātaḥ bāla pakṣāghātaḥ,SK22,"['SK22', 'ST20', 'SM92']"
MD-23,bāla-bastirōga,-,-,,bāla bastirōga bāla bastirōga,SK22,"['SK22', 'ST20', 'SM92']"
SQ50 (N),(a) kṛmiḥ                                    (a) sañjātakṛmi,-,"It is characterised by pain in the abdomen, excessive salivation, grinding of teeth during sleep, decreased or increased appetite, nausea after meals. This may be explained by: (a) Excessively consumed substances such as blackgram, jaggery, meat, milk etc., it causes vitiated kapha which makes the situation conducive for infestation and growth of infestation.",,"(a) kṛmiḥ (a) sañjātakṛmi (a) kṛmiḥ (a) sañjātakṛmi it is characterised by pain in the abdomen, excessive salivation, grinding of teeth during sleep, decreased or increased appetite, nausea after meals. this may be explained by: (a) excessively consumed substances such as blackgram, jaggery, meat, milk etc., it causes vitiated kapha which makes the situation conducive for infestation and growth of infestation.",SQ50,"['SQ50', 'SR4M', 'SR4L']"
,bāhyajakr̥miḥ,-,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",,"bāhyajakr̥miḥ bāhyajakr̥miḥ the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]",SN4L,"['SN4L', 'SK6U', 'SN4R']"
NA-1,yūkā,-,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",,"yūkā yūkā the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]",SN4L,"['SN4L', 'SK6U', 'SN4R']"
NA-2,likṣā bāhyakr̥miḥ,-,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",,"likṣā bāhyakr̥miḥ likṣā bāhyakr̥miḥ the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]",SN4L,"['SN4L', 'SK6U', 'SN4R']"
NA-3,pipīlikā bāhyakr̥miḥ,-,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",,"pipīlikā bāhyakr̥miḥ pipīlikā bāhyakr̥miḥ the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]",SN4L,"['SN4L', 'SK6U', 'SN4R']"
NB,ābhyantara-kr̥miḥ,-,-,,ābhyantara kr̥miḥ ābhyantara kr̥miḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
NB-1,śōṇitajakr̥miḥ/raktajakr̥miḥ,-,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",,"śōṇitajakr̥miḥ raktajakr̥miḥ śōṇitajakr̥miḥ raktajakr̥miḥ the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]",SM86,"['SM86', 'SM3F', 'SM33']"
NB-1.1,kēśādaḥ,-,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",,"kēśādaḥ kēśādaḥ the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]",SM86,"['SM86', 'SM3F', 'SM33']"
