Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term
1038,1038,RJD,Mukkuṟṟam,முக்குற்றம்,Extreme coldness of Head classified under Mukkutram,,,mukkuṟṟam mukkuṟṟam mukkuṟṟam mukkuṟṟam முக்குற்றம் முக்குற்றம் முக்குற்றம் முக்குற்றம் extreme coldness of head classified under mukkutram extreme coldness of head classified under mukkutram extreme coldness of head classified under mukkutram,mukkuṟṟam
1039,1039,RJD1,Maṇṭaic Caṉṉi,மண்டை சன்னி,Delirium caused by diseases of head,"It is characterized by delirium with headache, hyperhydrosis, giddiness, nausea, vomitting. It is explained by altered vali, Aẕal and aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.146","maṇṭaic caṉṉi maṇṭaic caṉṉi maṇṭaic caṉṉi maṇṭaic caṉṉi மண்டை சன்னி மண்டை சன்னி மண்டை சன்னி மண்டை சன்னி delirium caused by diseases of head delirium caused by diseases of head delirium caused by diseases of head it is characterized by delirium with headache, hyperhydrosis, giddiness, nausea, vomitting. it is explained by altered vali, aẕal and aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.146",maṇṭaic caṉṉi
1040,1040,RK,Maṇṭai Cūlai,மண்டை சூலை,Scalp pain,,,maṇṭai cūlai maṇṭai cūlai maṇṭai cūlai maṇṭai cūlai மண்டை சூலை மண்டை சூலை மண்டை சூலை மண்டை சூலை scalp pain scalp pain scalp pain,maṇṭai cūlai
1041,1041,RKA,Vaḷi,வளி,Scalp pain classified under Vali,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி scalp pain classified under vali scalp pain classified under vali scalp pain classified under vali,vaḷi
1042,1042,RKA1.1,Vaḷi Maṇṭaic Cūlai,வளி மண்டை சூலை,Scalp pain caused by increased Vali,"It is characterized by pain in the scalp associated with tinnitus, dryness of the nostrils, discolouration of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.145","vaḷi maṇṭaic cūlai vaḷi maṇṭaic cūlai vaḷi maṇṭaic cūlai vaḷi maṇṭaic cūlai வளி மண்டை சூலை வளி மண்டை சூலை வளி மண்டை சூலை வளி மண்டை சூலை scalp pain caused by increased vali scalp pain caused by increased vali scalp pain caused by increased vali it is characterized by pain in the scalp associated with tinnitus, dryness of the nostrils, discolouration of the face. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.145",vaḷi maṇṭaic cūlai
1043,1043,RKA1.2,Kuruti Maṇṭaic Cūlai,குருதி மண்டை சூலை,Scalp pain caused by blood infection,"It is characterized by pain in the scalp associated with bad odour, hair loss, puffiness of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.145","kuruti maṇṭaic cūlai kuruti maṇṭaic cūlai kuruti maṇṭaic cūlai kuruti maṇṭaic cūlai குருதி மண்டை சூலை குருதி மண்டை சூலை குருதி மண்டை சூலை குருதி மண்டை சூலை scalp pain caused by blood infection scalp pain caused by blood infection scalp pain caused by blood infection it is characterized by pain in the scalp associated with bad odour, hair loss, puffiness of the face. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.145",kuruti maṇṭaic cūlai
1044,1044,RKA1.3,Nīr Maṇṭaic Cūlai,நீர் மண்டை சூலை,Scalp pain and swelling around the neck,"It is characterized by pain in the scalp associated with rhinitis, nasal obstruction, boils in the scalp. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.145","nīr maṇṭaic cūlai nīr maṇṭaic cūlai nīr maṇṭaic cūlai nīr maṇṭaic cūlai நீர் மண்டை சூலை நீர் மண்டை சூலை நீர் மண்டை சூலை நீர் மண்டை சூலை scalp pain and swelling around the neck scalp pain and swelling around the neck scalp pain and swelling around the neck it is characterized by pain in the scalp associated with rhinitis, nasal obstruction, boils in the scalp. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.145",nīr maṇṭaic cūlai
1045,1045,RL,Maṇṭait Timir,மண்டை திமிர்,Numbness over Scalp,,,maṇṭait timir maṇṭait timir maṇṭait timir maṇṭait timir மண்டை திமிர் மண்டை திமிர் மண்டை திமிர் மண்டை திமிர் numbness over scalp numbness over scalp numbness over scalp,maṇṭait timir
1046,1046,RLA,Vaḷi,வளி,Numbness over Scalp classified under Vali,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி numbness over scalp classified under vali numbness over scalp classified under vali numbness over scalp classified under vali,vaḷi
1047,1047,RLA1.1,Maṇṭait Timir,மண்டை திமிர்,Numbness over Scalp caused by increased Vali,It is characterized by numbness around the head associated with hair loss. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.,"K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.140","maṇṭait timir maṇṭait timir maṇṭait timir maṇṭait timir மண்டை திமிர் மண்டை திமிர் மண்டை திமிர் மண்டை திமிர் numbness over scalp caused by increased vali numbness over scalp caused by increased vali numbness over scalp caused by increased vali it is characterized by numbness around the head associated with hair loss. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.140",maṇṭait timir
1048,1048,RM,Maṇṭai Vali,மண்டை வளி,Head pain,,,maṇṭai vali maṇṭai vali maṇṭai vali maṇṭai vali மண்டை வளி மண்டை வளி மண்டை வளி மண்டை வளி head pain head pain head pain,maṇṭai vali
1049,1049,RMA,Vaḷi,வளி,Head pain classified under Vali,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி head pain classified under vali head pain classified under vali head pain classified under vali,vaḷi
1050,1050,RMA1.1,Maṇṭai Vali,மண்டை வளி,Head pain,It is characterized by pain in the head associated with heat around the head. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.,"K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.143","maṇṭai vali maṇṭai vali maṇṭai vali maṇṭai vali மண்டை வளி மண்டை வளி மண்டை வளி மண்டை வளி head pain head pain head pain it is characterized by pain in the head associated with heat around the head. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.143",maṇṭai vali
1051,1051,RN,Maṇṭai Vaṟaṭci,மண்டை வறட்சி,Dryness over the scalp,,,maṇṭai vaṟaṭci maṇṭai vaṟaṭci maṇṭai vaṟaṭci maṇṭai vaṟaṭci மண்டை வறட்சி மண்டை வறட்சி மண்டை வறட்சி மண்டை வறட்சி dryness over the scalp dryness over the scalp dryness over the scalp,maṇṭai vaṟaṭci
1052,1052,RNA,Vaḷi,வளி,Dryness over the scalp classified under Vali,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி dryness over the scalp classified under vali dryness over the scalp classified under vali dryness over the scalp classified under vali,vaḷi
1053,1053,RNA1.1,Maṇṭai Vaṟaṭci,மண்டை வறட்சி,Dryness over the scalp,"It is characterized by heaviness in head associated with blurred vision, pain in the occipital region, puffiness of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.144","maṇṭai vaṟaṭci maṇṭai vaṟaṭci maṇṭai vaṟaṭci maṇṭai vaṟaṭci மண்டை வறட்சி மண்டை வறட்சி மண்டை வறட்சி மண்டை வறட்சி dryness over the scalp dryness over the scalp dryness over the scalp it is characterized by heaviness in head associated with blurred vision, pain in the occipital region, puffiness of the face. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.144",maṇṭai vaṟaṭci
1054,1054,RO,Mūḷai Nōy,மூளை நோய்,Brain disease,,,mūḷai nōy mūḷai nōy mūḷai nōy mūḷai nōy மூளை நோய் மூளை நோய் மூளை நோய் மூளை நோய் brain disease brain disease brain disease,mūḷai nōy
1055,1055,ROA,Vaḷi,வளி,Brain disease classified under Vali,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி brain disease classified under vali brain disease classified under vali brain disease classified under vali,vaḷi
1056,1056,ROA1.1,Vaḷi Mūḷai Nōy,வளி மூளை நோய்,Brain diseases due to increasing Vali,"It is characterized by brain disease associated with chillness of the head, ear block and headache. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, and Koẕuppu gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.147","vaḷi mūḷai nōy vaḷi mūḷai nōy vaḷi mūḷai nōy vaḷi mūḷai nōy வளி மூளை நோய் வளி மூளை நோய் வளி மூளை நோய் வளி மூளை நோய் brain diseases due to increasing vali brain diseases due to increasing vali brain diseases due to increasing vali it is characterized by brain disease associated with chillness of the head, ear block and headache. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, and koẕuppu gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.147",vaḷi mūḷai nōy
1057,1057,ROA1.2,Vali Aiyam Mūḷai Nōy,வளி ஐய மூளை நோய்,Brain diseases due to increasingvali iyam,"It is characterized by brain disease associated with hyperhydrosis, pain, fever, cough, face and eyes are pallor. It is explained by increased vali associated with aiyyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ,and Koẕuppu gets affected.","K.S.Uthamarayan(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.148","vali aiyam mūḷai nōy vali aiyam mūḷai nōy vali aiyam mūḷai nōy vali aiyam mūḷai nōy வளி ஐய மூளை நோய் வளி ஐய மூளை நோய் வளி ஐய மூளை நோய் வளி ஐய மூளை நோய் brain diseases due to increasingvali iyam brain diseases due to increasingvali iyam brain diseases due to increasingvali iyam it is characterized by brain disease associated with hyperhydrosis, pain, fever, cough, face and eyes are pallor. it is explained by increased vali associated with aiyyam. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ,and koẕuppu gets affected. k.s.uthamarayan(1984),siddhar aruvai maruthuvam(2nd ed),chennai, tamil nadu siddha medical council,page no.148",vali aiyam mūḷai nōy
